"Regional","Elemento","Rodovia","KM","Largura (m)","Latitude","Longitude"
"DR 02","Acesso","SP 268","237,92","8","-23,424731","-48,486832"
"DR 02","Acesso","SP 268","238,648","7","-23,420835","-48,492506"
"DR 02","Acesso","SP 250","239,198","2","-24,111335","-48,451457"
"DR 02","Acesso","SP 268","239,284","8","-23,422566","-48,498008"
"DR 02","Acesso","SP 250","239,592","2","-24,114847","-48,451158"
"DR 02","Acesso","SP 250","239,736","2","-24,116135","-48,450896"
"DR 02","Acesso","SP 268","239,854","7","-23,421701","-48,503293"
"DR 02","Acesso","SP 250","240,537","2","-24,123259","-48,449589"
"DR 02","Acesso","SP 250","241,206","4","-24,128265","-48,451152"
"DR 02","Acesso","SP 250","241,225","4","-24,128248","-48,451428"
"DR 02","Acesso","SP 268","241,429","7","-23,427066","-48,515588"
"DR 02","Acesso","SP 250","241,557","4","-24,130827","-48,453383"
"DR 02","Acesso","SP 250","241,889","4","-24,133023","-48,455015"
"DR 02","Acesso","SP 147","242,245","4,5","-22,974034","-48,278193"
"DR 02","Acesso","SP 147","242,245","4,5","-22,974037","-48,278088"
"DR 02","Acesso","SP 250","242,6","2","-24,138026","-48,459725"
"DR 02","Acesso","SP 270","242,791","8","-23,473213","-48,759319"
"DR 02","Acesso","SP 250","243,121","4","-24,141259","-48,46206"
"DR 02","Acesso","SP 270","243,26","2","-23,472862","-48,763958"
"DR 02","Acesso","SP 270","243,28","4","-23,473112","-48,764198"
"DR 02","Acesso","SP 270","243,42","4","-23,473143","-48,765502"
"DR 02","Acesso","SP 250","243,443","2","-24,142929","-48,46476"
"DR 02","Acesso","SP 268","243,605","7","-23,418307","-48,533784"
"DR 02","Acesso","SP 250","244,604","2","-24,146661","-48,473485"
"DR 02","Acesso","SP 250","244,935","4","-24,14878","-48,475633"
"DR 02","Acesso","SP 268","245,079","7","-23,416527","-48,547261"
"DR 02","Acesso","SP 147","245,316","4,5","-22,999145","-48,268668"
"DR 02","Acesso","SP 270","246,584","8","-23,460362","-48,792934"
"DR 02","Acesso","SP 250","246,68","4","-24,143733","-48,490047"
"DR 02","Acesso","SP 147","246,731","4,5","-23,006389","-48,258465"
"DR 02","Acesso","SP 147","246,873","4,5","-23,007045","-48,257242"
"DR 02","Acesso","SP 270","247,054","7","-23,458245","-48,796889"
"DR 02","Acesso","SP 268","247,1","6","-23,414186","-48,566176"
"DR 02","Acesso","SP 268","247,179","7","-23,414731","-48,56669"
"DR 02","Acesso","SP 270","247,484","7","-23,456205","-48,800471"
"DR 02","Acesso","SP 250","247,745","4","-24,148464","-48,498312"
"DR 02","Acesso","SP 270","247,764","7","-23,455038","-48,802964"
"DR 02","Acesso","SP 270","247,993","7","-23,453886","-48,804837"
"DR 02","Acesso","SP 270","248,003","7","-23,453985","-48,804915"
"DR 02","Acesso","SP 147","248,07","4,5","-23,016892","-48,256205"
"DR 02","Acesso","SP 270","248,153","7","-23,453275","-48,80625"
"DR 02","Acesso","SP 268","248,288","7","-23,423253","-48,571127"
"DR 02","Acesso","SP 250","248,694","2","-24,153969","-48,498938"
"DR 02","Acesso","SP 250","249,166","4","-24,158037","-48,49824"
"DR 02","Acesso","SP 147","249,624","4,5","-23,03073","-48,257326"
"DR 02","Acesso","SP 268","249,734","4","-23,426887","-48,584316"
"DR 02","Acesso","SP 250","249,744","7","-24,157424","-48,503088"
"DR 02","Acesso","SP 268","249,943","4","-23,427478","-48,586239"
"DR 02","Acesso","SP 147","250,442","4,5","-23,035318","-48,251267"
"DR 02","Acesso","SP 268","250,811","4","-23,429454","-48,594502"
"DR 02","Acesso","SP 268","250,821","2","-23,429567","-48,594561"
"DR 02","Acesso","SP 268","251,349","4","-23,431253","-48,599378"
"DR 02","Acesso","SP 270","251,51","7","-23,451","-48,837385"
"DR 02","Acesso","SP 147","251,557","4,5","-23,039574","-48,241415"
"DR 02","Acesso","SP 268","251,834","6","-23,43431","-48,602674"
"DR 02","Acesso","SP 250","251,838","2","-24,171469","-48,506736"
"DR 02","Acesso","SP 270","251,857","8","-23,448757","-48,839743"
"DR 02","Acesso","SP 250","252,048","2","-24,173335","-48,506809"
"DR 02","Acesso","SP 250","252,253","4","-24,175092","-48,50698"
"DR 02","Acesso","SP 250","252,357","2","-24,17604","-48,506959"
"DR 02","Acesso","SP 270","253,464","7","-23,44094","-48,852273"
"DR 02","Acesso","SP 250","253,958","2","-24,186242","-48,512966"
"DR 02","Acesso","SP 250","254,359","2","-24,187876","-48,515144"
"DR 02","Acesso","SP 268","254,773","6","-23,424453","-48,626769"
"DR 02","Acesso","SP 268","254,813","7","-23,424219","-48,627123"
"DR 02","Acesso","SP 270","255,165","7","-23,432184","-48,863762"
"DR 02","Acesso","SP 250","255,309","2","-24,184775","-48,520276"
"DR 02","Acesso","SP 147","255,39","4,5","-23,072084","-48,243875"
"DR 02","Acesso","SP 268","255,63","7","-23,419151","-48,63266"
"DR 02","Acesso","SP 147","255,867","4,5","-23,075361","-48,246315"
"DR 02","Acesso","SP 268","255,976","7","-23,417122","-48,635169"
"DR 02","Acesso","SP 147","256,516","4,5","-23,07794","-48,25199"
"DR 02","Acesso","SP 147","256,544","5","-23,078136","-48,25223"
"DR 02","Acesso","SP 147","256,758","4,5","-23,079645","-48,253585"
"DR 02","Acesso","SP 147","256,975","4,5","-23,081254","-48,254823"
"DR 02","Acesso","SP 147","257,073","4,5","-23,081887","-48,255418"
"DR 02","Acesso","SP 268","257,074","16","-23,415358","-48,645773"
"DR 02","Acesso","SP 268","257,905","7","-23,413127","-48,653276"
"DR 02","Acesso","SP 268","258,11","5","-23,412605","-48,655235"
"DR 02","Acesso","SP 268","258,219","4,5","-23,412433","-48,656323"
"DR 02","Acesso","SP 270","258,525","2","-23,412164","-48,888427"
"DR 02","Acesso","SP 250","258,64","7","-24,192226","-48,541722"
"DR 02","Acesso","SP 147","258,828","4,5","-23,096939","-48,258663"
"DR 02","Acesso","SP 250","258,878","7","-24,190375","-48,542981"
"DR 02","Acesso","SP 270","258,904","2","-23,409849","-48,891121"
"DR 02","Acesso","SP 147","259,414","4","-23,099819","-48,263311"
"DR 02","Acesso","SP 147","259,801","8","-23,101936","-48,26636"
"DR 02","Acesso","SP 250","259,869","4,5","-24,192729","-48,551944"
"DR 02","Acesso","SP 270","260,001","2","-23,403177","-48,899052"
"DR 02","Acesso","SP 250","260,018","4,5","-24,193723","-48,552907"
"DR 02","Acesso","SP 147","260,283","4","-23,105381","-48,269228"
"DR 02","Acesso","SP 250","260,628","5","-24,196818","-48,556833"
"DR 02","Acesso","SP 270","260,999","2","-23,397068","-48,90616"
"DR 02","Acesso","SP 250","261,174","4,5","-24,199268","-48,56018"
"DR 02","Acesso","SP 250","261,253","4,5","-24,199929","-48,560505"
"DR 02","Acesso","SP 147","261,522","4","-23,115342","-48,274751"
"DR 02","Acesso","SP 147","261,851","4","-23,11795","-48,276218"
"DR 02","Acesso","SP 147","261,951","4","-23,118825","-48,276564"
"DR 02","Acesso","SP 250","261,953","4,5","-24,205451","-48,56362"
"DR 02","Acesso","SP 147","262,091","20","-23,119829","-48,277264"
"DR 02","Acesso","SP 250","262,16","4,5","-24,205943","-48,565584"
"DR 02","Acesso","SP 250","263,383","5","-24,214401","-48,572782"
"DR 02","Acesso","SP 250","263,392","4,5","-24,214321","-48,572922"
"DR 02","Acesso","SP 147","263,884","4","-23,134421","-48,28464"
"DR 02","Acesso","SP 147","263,894","4","-23,134637","-48,284552"
"DR 02","Acesso","SP 147","264,982","4","-23,144047","-48,287389"
"DR 02","Acesso","SP 270","265,029","2","-23,381432","-48,939484"
"DR 02","Acesso","SP 270","265,568","4","-23,38192","-48,944708"
"DR 02","Acesso","SP 147","265,785","4","-23,150827","-48,289719"
"DR 02","Acesso","SP 270","266,207","2","-23,38202","-48,951033"
"DR 02","Acesso","SP 250","267,472","5","-24,23268","-48,598169"
"DR 02","Acesso","SP 250","267,827","12","-24,233879","-48,59559"
"DR 02","Acesso","SP 147","267,832","4","-23,166754","-48,29977"
"DR 02","Acesso","SP 250","267,977","4,5","-24,235176","-48,59508"
"DR 02","Acesso","SP 270","268,243","5","-23,382601","-48,970822"
"DR 02","Acesso","SP 147","268,471","4","-23,17195","-48,302551"
"DR 02","Acesso","SP 147","268,501","4","-23,172292","-48,302539"
"DR 02","Acesso","SP 270","268,502","10","-23,381536","-48,973185"
"DR 02","Acesso","SP 270","268,522","5","-23,3816","-48,97339"
"DR 02","Acesso","SP 147","269,33","4","-23,178919","-48,30608"
"DR 02","Acesso","SP 250","269,823","4,5","-24,249158","-48,592601"
"DR 02","Acesso","SP 250","269,872","4,5","-24,249593","-48,592671"
"DR 02","Acesso","SP 250","269,97","10","-24,25049","-48,592804"
"DR 02","Acesso","SP 250","269,979","4,5","-24,250507","-48,59294"
"DR 02","Acesso","SP 250","270,27","4,5","-24,252962","-48,593709"
"DR 02","Acesso","SP 250","270,309","4,5","-24,253034","-48,594173"
"DR 02","Acesso","SP 250","270,448","4,5","-24,253665","-48,595305"
"DR 02","Acesso","SP 250","270,568","5","-24,254318","-48,596243"
"DR 02","Acesso","SP 250","271,234","5","-24,259283","-48,599189"
"DR 02","Acesso","SP 250","271,343","5","-24,259754","-48,600106"
"DR 02","Acesso","SP 250","273,04","4,5","-24,269601","-48,612693"
"DR 02","Acesso","SP 268","273,635","4,5","-23,388307","-48,728786"
"DR 02","Acesso","SP 268","273,725","4,5","-23,388308","-48,729689"
"DR 02","Acesso","SP 250","273,785","4,5","-24,27448","-48,617025"
"DR 02","Acesso","SP 268","273,814","4,5","-23,388385","-48,730574"
"DR 02","Acesso","SP 250","273,865","4,5","-24,275126","-48,617399"
"DR 02","Acesso","SP 250","273,944","4,5","-24,275843","-48,617527"
"DR 02","Acesso","SP 268","274,818","8","-23,387709","-48,740144"
"DR 02","Acesso","SP 268","275,221","4,5","-23,38849","-48,743955"
"DR 02","Acesso","SP 268","275,31","4,5","-23,388691","-48,744847"
"DR 02","Acesso","SP 268","275,436","4,5","-23,388659","-48,74606"
"DR 02","Acesso","SP 268","275,565","5","-23,388636","-48,747303"
"DR 02","Acesso","SP 270","275,721","7","-23,349004","-49,033638"
"DR 02","Acesso","SP 268","275,723","5","-23,388589","-48,748884"
"DR 02","Acesso","SP 268","275,773","5","-23,388504","-48,749369"
"DR 02","Acesso","SP 270","275,94","7","-23,347525","-49,03521"
"DR 02","Acesso","SP 250","276,01","4,5","-24,293345","-48,61782"
"DR 02","Acesso","SP 250","276,643","5","-24,298453","-48,619204"
"DR 02","Acesso","SP 268","276,685","4,5","-23,393181","-48,756282"
"DR 02","Acesso","SP 250","276,83","4,5","-24,299494","-48,620661"
"DR 02","Acesso","SP 268","276,833","8","-23,39418","-48,757257"
"DR 02","Acesso","SP 250","277,008","5","-24,30058","-48,621947"
"DR 02","Acesso","SP 270","277,313","7","-23,33987","-49,045686"
"DR 02","Acesso","SP 268","277,337","5","-23,397086","-48,760924"
"DR 02","Acesso","SP 270","277,522","8","-23,338791","-49,047433"
"DR 02","Acesso","SP 268","278,064","4,5","-23,397391","-48,768012"
"DR 02","Acesso","SP 270","278,08","7","-23,335694","-49,051675"
"DR 02","Acesso","SP 250","278,231","4,5","-24,310437","-48,621157"
"DR 02","Acesso","SP 268","278,419","4,5","-23,397402","-48,771275"
"DR 02","Acesso","SP 268","278,611","4,5","-23,398248","-48,772862"
"DR 02","Acesso","SP 268","278,689","8","-23,39869","-48,773526"
"DR 02","Acesso","SP 268","278,915","4,5","-23,399151","-48,77574"
"DR 02","Acesso","SP 268","279,261","4,5","-23,39997","-48,778951"
"DR 02","Acesso","SP 270","279,287","8","-23,330794","-49,062078"
"DR 02","Acesso","SP 268","279,399","5","-23,400294","-48,780268"
"DR 02","Acesso","SP 268","279,399","5","-23,400379","-48,78024"
"DR 02","Acesso","SP 250","279,419","5","-24,318519","-48,618874"
"DR 02","Acesso","SP 268","279,805","4,5","-23,402277","-48,78356"
"DR 02","Acesso","SP 270","280,571","4,5","-23,326156","-49,073703"
"DR 02","Acesso","SP 270","280,831","4,5","-23,325415","-49,076063"
"DR 02","Acesso","SP 250","280,924","4,5","-24,328979","-48,61293"
"DR 02","Acesso","SP 268","281,012","5","-23,410412","-48,790978"
"DR 02","Acesso","SP 268","281,387","4,5","-23,413258","-48,79286"
"DR 02","Acesso","SP 268","281,544","4,5","-23,413795","-48,794324"
"DR 02","Acesso","SP 270","281,55","4,5","-23,322913","-49,08255"
"DR 02","Acesso","SP 270","281,689","4,5","-23,32242","-49,083836"
"DR 02","Acesso","SP 250","281,73","7","-24,335387","-48,616818"
"DR 02","Acesso","SP 270","282,059","4,5","-23,321115","-49,087189"
"DR 02","Acesso","SP 270","282,089","4,5","-23,321054","-49,087389"
"DR 02","Acesso","SP 270","282,218","4,5","-23,320448","-49,088517"
"DR 02","Acesso","SP 268","282,229","4,5","-23,415389","-48,800691"
"DR 02","Acesso","SP 270","282,258","5","-23,320275","-49,08889"
"DR 02","Acesso","SP 268","282,459","4,5","-23,415363","-48,802954"
"DR 02","Acesso","SP 270","282,708","4,5","-23,31888","-49,092984"
"DR 02","Acesso","SP 270","282,927","4,5","-23,318104","-49,094987"
"DR 02","Acesso","SP 270","283,027","4,5","-23,31759","-49,095861"
"DR 02","Acesso","SP 268","283,836","5","-23,415762","-48,816438"
"DR 02","Acesso","SP 270","284,035","4,5","-23,314232","-49,105035"
"DR 02","Acesso","SP 270","284,535","4,5","-23,312489","-49,109534"
"DR 02","Acesso","SP 270","284,555","4,5","-23,312431","-49,109702"
"DR 02","Acesso","SP 268","285,145","5","-23,414704","-48,82822"
"DR 02","Acesso","SP 270","285,663","5","-23,308403","-49,119643"
"DR 02","Acesso","SP 270","285,733","5","-23,308168","-49,12024"
"DR 02","Acesso","SP 270","285,922","4,5","-23,30766","-49,122044"
"DR 02","Acesso","SP 270","287,041","5","-23,303596","-49,132111"
"DR 02","Acesso","SP 270","287,45","4,5","-23,302279","-49,135845"
"DR 02","Acesso","SP 270","287,48","4,5","-23,302197","-49,136074"
"DR 02","Acesso","SP 270","287,909","4,5","-23,300339","-49,139776"
"DR 02","Acesso","SP 250","288,024","6","-24,385874","-48,638515"
"DR 02","Acesso","SP 270","288,746","5","-23,29615","-49,146596"
"DR 02","Acesso","SP 270","289,015","4,5","-23,294951","-49,148923"
"DR 02","Acesso","SP 268","289,792","4,5","-23,407923","-48,865379"
"DR 02","Acesso","SP 270","289,813","5","-23,290985","-49,15541"
"DR 02","Acesso","SP 270","289,842","4,5","-23,29097","-49,15572"
"DR 02","Acesso","SP 268","290,053","4,5","-23,409045","-48,867529"
"DR 02","Acesso","SP 268","290,881","4,5","-23,415493","-48,870757"
"DR 02","Acesso","SP 270","291,333","4,5","-23,28556","-49,16899"
"DR 02","Acesso","SP 268","291,865","4,5","-23,420087","-48,878008"
"DR 02","Acesso","SP 270","292,358","5","-23,282354","-49,178418"
"DR 02","Acesso","SP 270","292,386","5","-23,282275","-49,178631"
"DR 02","Acesso","SP 270","292,767","5","-23,281112","-49,182187"
"DR 02","Acesso","SP 270","292,787","5","-23,281053","-49,182385"
"DR 02","Acesso","SP 270","294,114","5","-23,278395","-49,19487"
"DR 02","Acesso","SP 270","294,532","4,5","-23,28006","-49,19865"
"DR 02","Acesso","SP 250","298,378","4","-24,447506","-48,702115"
"DR 02","Acesso","SP 250","299,839","4","-24,450037","-48,714412"
"DR 02","Acesso","SP 250","301,402","2","-24,455296","-48,727084"
"DR 02","Acesso","SP 250","303,692","4","-24,465292","-48,745187"
"DR 02","Acesso","SP 250","305,398","4","-24,473337","-48,758577"
"DR 02","Acesso","SP 250","306,458","2","-24,475679","-48,767951"
"DR 02","Acesso","SP 250","307,127","4","-24,476256","-48,774468"
"DR 02","Acesso","SP 250","307,96","4","-24,480879","-48,780138"
"DR 02","Acesso","SP 250","308,217","4","-24,48284","-48,781482"
"DR 02","Acesso","SP 259","309,565","6","-23,919792","-49,056504"
"DR 02","Acesso","SP 259","309,737","6","-23,921253","-49,056023"
"DR 02","Acesso","SP 259","310,552","6","-23,928391","-49,055744"
"DR 02","Acesso","SP 259","311,589","6","-23,936619","-49,060249"
"DR 02","Acesso","SP 259","312,029","7","-23,939971","-49,05896"
"DR 02","Acesso","SP 259","312,628","7","-23,945127","-49,060539"
"DR 02","Acesso","SP 268","313,306","4,5","-23,362002","-49,044968"
"DR 02","Acesso","SP 268","313,912","8","-23,366342","-49,04839"
"DR 02","Acesso","SP 259","314,112","6","-23,956333","-49,067867"
"DR 02","Acesso","SP 259","314,121","7","-23,956314","-49,068041"
"DR 02","Acesso","SP 259","314,256","7","-23,95713","-49,068917"
"DR 02","Acesso","SP 268","314,309","4,5","-23,368717","-49,051306"
"DR 02","Acesso","SP 268","314,995","8","-23,373105","-49,055909"
"DR 02","Acesso","SP 259","315,015","7","-23,963663","-49,069576"
"DR 02","Acesso","SP 259","315,11","7","-23,964559","-49,069659"
"DR 02","Acesso","SP 259","315,179","7","-23,965146","-49,06972"
"DR 02","Acesso","SP 268","315,349","8","-23,375933","-49,057532"
"DR 02","Acesso","SP 250","315,459","7","-24,523501","-48,833895"
"DR 02","Acesso","SP 250","315,469","6","-24,523383","-48,833996"
"DR 02","Acesso","SP 250","315,469","6","-24,523512","-48,834012"
"DR 02","Acesso","SP 259","315,492","8","-23,967939","-49,070033"
"DR 02","Acesso","SP 259","315,599","9","-23,968851","-49,07025"
"DR 02","Acesso","SP 250","315,624","7","-24,523636","-48,835569"
"DR 02","Acesso","SP 250","315,624","6","-24,523431","-48,835498"
"DR 02","Acesso","SP 268","315,69","8","-23,378719","-49,05888"
"DR 02","Acesso","SP 268","315,853","8","-23,380247","-49,05897"
"DR 02","Acesso","SP 259","315,864","8","-23,971207","-49,070751"
"DR 02","Acesso","SP 250","315,899","7","-24,522452","-48,837774"
"DR 02","Acesso","SP 259","316,089","9","-23,972951","-49,071884"
"DR 02","Acesso","SP 268","316,378","8","-23,384901","-49,057777"
"DR 02","Acesso","SP 259","316,49","8","-23,976294","-49,073366"
"DR 02","Acesso","SP 259","316,594","8","-23,977056","-49,074018"
"DR 02","Acesso","SP 259","316,84","8","-23,978766","-49,075513"
"DR 02","Acesso","SP 268","317,473","8","-23,394394","-49,056182"
"DR 02","Acesso","SP 268","317,55","4,5","-23,394939","-49,056695"
"DR 02","Acesso","SP 259","317,671","7","-23,98305","-49,081908"
"DR 02","Acesso","SP 259","317,671","8","-23,983105","-49,081832"
"DR 02","Acesso","SP 259","318,128","7","-23,985624","-49,084636"
"DR 02","Acesso","SP 268","318,447","4,5","-23,399965","-49,063282"
"DR 02","Acesso","SP 268","318,584","4,5","-23,400266","-49,06461"
"DR 02","Acesso","SP 268","319,953","4,5","-23,404536","-49,077216"
"DR 02","Acesso","SP 250","320,074","2,5","-24,526623","-48,863953"
"DR 02","Acesso","SP 268","320,115","4,5","-23,404887","-49,078723"
"DR 02","Acesso","SP 268","320,371","4,5","-23,405775","-49,081054"
"DR 02","Acesso","SP 259","320,404","14","-24,004576","-49,079719"
"DR 02","Acesso","SP 268","320,63","4,5","-23,406446","-49,083498"
"DR 02","Acesso","SP 250","320,987","2,5","-24,531005","-48,86969"
"DR 02","Acesso","SP 250","321,034","3","-24,53075","-48,870087"
"DR 02","Acesso","SP 268","321,241","4,5","-23,408979","-49,088728"
"DR 02","Acesso","SP 259","321,39","7","-24,011249","-49,085696"
"DR 02","Acesso","SP 259","321,439","7","-24,011616","-49,086001"
"DR 02","Acesso","SP 268","321,491","2","-23,41053","-49,090473"
"DR 02","Acesso","SP 259","321,528","8","-24,012344","-49,086503"
"DR 02","Acesso","SP 259","321,608","7","-24,012822","-49,087048"
"DR 02","Acesso","SP 259","321,628","12","-24,012994","-49,087039"
"DR 02","Acesso","SP 259","321,687","7","-24,013431","-49,087427"
"DR 02","Acesso","SP 259","321,726","7","-24,013652","-49,087716"
"DR 02","Acesso","SP 259","321,78","7","-24,014067","-49,088043"
"DR 02","Acesso","SP 259","321,819","7","-24,014459","-49,088095"
"DR 02","Acesso","SP 259","321,859","7","-24,014821","-49,088174"
"DR 02","Acesso","SP 259","322,344","6","-24,018803","-49,089964"
"DR 02","Acesso","SP 259","322,84","7","-24,02064","-49,09431"
"DR 02","Acesso","SP 259","322,84","8","-24,020751","-49,094323"
"DR 02","Acesso","SP 259","322,967","8","-24,021219","-49,095432"
